0,0,698,0,64,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,903,0,0,0,0,0,0,156,0,159,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,362,0,0,465,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,486,0,0,516,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,819,0,0,0,0,0,0,196,0,0,0,
0,0,0,155,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,32,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,502,0,0,670,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,361,0,0,564,0,0,0,0,0,
0,0,0,0,0,686,0,576,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,771,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,348,0,0,
0,0,0,0,0,0,0,272,0,0,0,0,0,117,0,0,0,0,0,817,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,904,862,0,127,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,604,645,0,0,0,0,0,
0,0,0,0,0,0,0,0,633,0,0,907,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,76,0,0,309,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,413,0,787,0,0,0,0,0,72,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,892,0,0,0,0,967,0,0,
0,0,0,485,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,891,
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,777,0,0,0,
0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,914,
0,0,0,0,0,0,0,0,0,453,0,764,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,
547,0,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,998,
0,0,311,810,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,436,0,635,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,162,0,0,0,0,0,500,84,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,190,0,0,0,0,20,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,
